Train data done.
[还, AD, DP:advmod, DPW:当, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[感觉, NN, DP:nsubj, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[还, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有些, AD, DP:advmod, DPW:欠, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[欠, VV, DP:ccomp, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[[, NN, DP:nsubj, DPW:编辑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[yanji86, CD, DP:nsubj, DPW:编辑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[编辑, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[于, P, DP:prep, DPW:编辑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[2004-07-0301:28, CD, DP:nummod, DPW:], DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[], M, DP:pobj, DPW:于, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[才, AD, DP:advmod, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[买, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[架, M, DP:clf, DPW:手, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[二, CD, DP:nummod, DPW:手, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[手, NN, DP:dobj, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, SP, DP:dep, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[．, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[用, P, DP:prep, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[惯, VV, DP:lccomp, DPW:时, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:惯, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[消费, NN, DP:nn, DPW:ＤＣ, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[ＤＣ, NN, DP:dobj, DPW:惯, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[刚, AD, DP:advmod, DPW:上, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[上, VV, DP:conj, DPW:惯, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[手, NN, DP:dobj, DPW:上, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时, LC, DP:plmod, DPW:用, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[对, P, DP:prep, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[它, PN, DP:nn, DPW:画质, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[画质, NN, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[真, AD, DP:advmod, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还, AD, DP:advmod, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有些, AD, DP:advmod, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[适应, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:过来, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过来, VV, DP:dep, DPW:适应, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[．, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[非常, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:rcmod, DPW:色彩, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[色彩, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR

[不错, VA, DP:rcmod, DPW:动态范围, DPPOS:NN, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[动态范围, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$

[嘈, CD, DP:nummod, DPW:点, DPPOS:M, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[点, M, DP:nsubj, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[少, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[直到, AD, DP:advmod, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[ISO1600, CD, DP:nsubj, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[都, AD, DP:advmod, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有, VE, DP:dep, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, NN, DP:nn, DPW:价值, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[价值, NN, DP:dobj, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[30D, CD, DP:nummod, DPW:缺点, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[有, VE, DP:rcmod, DPW:缺点, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[的, DEC, DP:cpm, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[缺点, NN, DP:nsubj, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[都, AD, DP:advmod, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$

[电源开关, NN, DP:nsubj, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[在, P, DP:prep, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[左边, NN, DP:pobj, DPW:在, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[合理, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[无法, AD, DP:advmod, DPW:单手操作, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[单手操作, VA, DP:dep, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$

[300, CD, DP:dep, DPW:万, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[万, CD, DP:nsubj, DPW:算, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[算, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[缺点, NN, DP:dobj, DPW:算, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不过, AD, DP:neg, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[省, NN, DP:nn, DPW:CF, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[CF, NN, DP:nsubj, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[卡, VV, DP:dep, DPW:算, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[啊, SP, DP:dep, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[比, P, DP:prep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[300D, CD, DP:pobj, DPW:比, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:rcmod, DPW:东西, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[很多, CD, DP:dep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[东西, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:OP $$$$$$

[不, AD, DP:neg, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[专业, NN, DP:assmod, DPW:机, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[的, DEG, DP:assm, DPW:专业, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[专业, NN, DP:nn, DPW:机, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[机, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$

[配件, NN, DP:nsubj, DPW:没, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[（, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:conj, DPW:电池盒, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[、, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池盒, NN, DP:nsubj, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[太, AD, DP:advmod, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[贵, VA, DP:prnmod, DPW:配件, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[）, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[其他, PN, DP:nsubj, DPW:没, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还, AD, DP:advmod, DPW:没, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[发现, NN, DP:dobj, DPW:没, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[一, CD, DP:nummod, DPW:个, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[个, M, DP:clf, DPW:字, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[字, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[“, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[”, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[而, MSP, DP:prtmod, DPW:受, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[受, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:受, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[算, VV, DP:dep, DPW:受, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[贵, VA, DP:ccomp, DPW:算, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[而且, CC, DP:cc, DPW:受, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[噪, AD, DP:advmod, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[点控制, VV, DP:dep, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[得, DER, DP:dep, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[不错, VA, DP:dep, DPW:受, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP

[最近, NT, DP:tmod, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[刚, AD, DP:advmod, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[得到, VV, DP:pccomp, DPW:感觉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:台, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[台, M, DP:clf, DPW:新, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[95, CD, DP:nummod, DPW:新, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[新, NN, DP:dobj, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, SP, DP:dep, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[感觉, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:ccomp, DPW:感觉, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[顶, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[窗, NN, DP:dobj, DPW:顶, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[没, AD, DP:advmod, DPW:背光, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[背光, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NEG, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[光线, NN, DP:nsubj, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[暗处, AD, DP:advmod, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[对, P, DP:prep, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[焦, NN, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[迟缓, VA, DP:ccomp, DPW:背光, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[且, CC, DP:cc, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[难, VA, DP:dep, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[对, P, DP:prep, DPW:迟缓, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[到, VV, DP:pccomp, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[焦, NN, DP:dobj, DPW:到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没, AD, DP:advmod, DPW:点测, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[点测, VV, DP:conj, DPW:到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[最近, NT, DP:tmod, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[刚, AD, DP:advmod, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[得到, VV, DP:pccomp, DPW:感觉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:台, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[台, M, DP:clf, DPW:新, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[95, CD, DP:nummod, DPW:新, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[新, NN, DP:dobj, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, SP, DP:dep, DPW:得到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[感觉, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:ccomp, DPW:感觉, DPPOS:VV, OP:POS, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[没, AD, DP:advmod, DPW:点测, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[点测, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[x1, CD, DP:dep, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[6, CD, DP:nummod, DPW:问题, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[导致, VV, DP:rcmod, DPW:问题, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[广角, NN, DP:dobj, DPW:导致, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[问题, NN, DP:nsubj, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[难, AD, DP:advmod, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[解决, VV, DP:ccomp, DPW:点测, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[像, AD, DP:advmod, DPW:少, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[素, AD, DP:advmod, DPW:少, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[还是, AD, DP:advmod, DPW:少, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[少, VV, DP:dep, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[点, NN, DP:dobj, DPW:少, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$

[很, AD, DP:advmod, DPW:实用, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[实用, VA, DP:rcmod, DPW:相机, DPPOS:NN, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[而且, CC, DP:cc, DPW:实用, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[功能齐全, NN, DP:nsubj, DPW:操作简单, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[操作简单, VV, DP:dep, DPW:实用, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:实用, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[数码, JJ, DP:amod, DPW:相机, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[单, JJ, DP:dep, DPW:数码, DPPOS:JJ, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[反, JJ, DP:dep, DPW:数码, DPPOS:JJ, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[相机, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR

[易, AD, DP:advmod, DPW:操作, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[操作, VV, DP:dep, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[噪, NN, DP:nsubj, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[点, AD, DP:advmod, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[少, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[ISO800, CD, DP:nummod, DPW:拍, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[拍, NN, DP:nn, DPW:夜景, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[夜景, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:dep, DPW:少, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[太, AD, DP:advmod, DPW:重, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[重, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[功能齐全, AD, DP:advmod, DPW:有所, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[物, NN, DP:nsubj, DPW:有所, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[有所, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[值, VV, DP:ccomp, DPW:有所, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[！, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[不, AD, DP:neg, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[消费, NN, DP:nn, DPW:机, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机, NN, DP:nsubj, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[所, MSP, DP:prtmod, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能, VV, DP:mmod, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[比, VV, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[二, CD, DP:nummod, DPW:手, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[手, NN, DP:nsubj, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
